ticker,year,month,ret_monthly,size,st_rev,turnover,vol,bm,mom,roe,ag,ac,noa,nsi,gp,cei,ita,ig,dist,oscore,investment,cbop,dy
BFREN,2008,3,-0.163522,0.19544041621792219,0.35295865624304873,-0.04703508681586279,,,,,,,,,,,,,,,,,
BIGTK,2008,3,-0.070423,-0.6395028301414263,-0.39511233376493915,-0.3118844637054065,,,,,,,,,,,,,,,,,
BIMAS,2008,3,-0.018692,1.7133022656958472,0.3937898820113495,-0.28506448997867884,,,,,,,,,,,,,,,,,
BJKAS,2008,3,0.168367,-0.13103019891918077,0.49225639328021853,3.450149516711512,,,,,,,,,,,,,,,,,
BLUME,2008,3,-0.120773,-1.1383583809374591,1.4788834459271794,-0.19007311989743134,,,,,,,,,,,,,,,,,
BOSSA,2008,3,-0.128571,0.06809134485994134,0.2613105461744454,0.09962612388750064,,,,,,,,,,,,,,,,,
BRISA,2008,3,-0.097015,0.7411124143142532,-0.8185130534588567,-0.2601843540576961,,,,,,,,,,,,,,,,,
BRMEN,2008,3,-0.234694,-1.0045417697370855,-2.2942350216221663,-0.31745180981970444,,,,,,,,,,,,,,,,,
BRSAN,2008,3,0.017045,0.42700684138288686,-0.5132246384276061,-0.31957110710736436,,,,,,,,,,,,,,,,,
BSOKE,2008,3,-0.112,0.03869621066342416,-0.769702098801987,-0.3212629621047635,,,,,,,,,,,,,,,,,
BTCIM,2008,3,-0.152542,0.7795895048328075,-1.2083672392474671,-0.3178506892105905,,,,,,,,,,,,,,,,,
BUCIM,2008,3,0.0,0.956080656275264,-1.047382587424936,-0.3223002515153555,,,,,,,,,,,,,,,,,
BURCE,2008,3,-0.120192,-1.2507719014589982,-1.081025898637602,5.762209817178592,,,,,,,,,,,,,,,,,
BURVA,2008,3,-0.08,-1.493176032080248,-0.982445014187309,-0.24357980506478577,,,,,,,,,,,,,,,,,
CCOLA,2008,3,-0.116667,1.7214534765580385,-0.1004430287320378,-0.3097867349865536,,,,,,,,,,,,,,,,,
CELHA,2008,3,-0.482353,-0.5059132010291951,0.42319258757430167,-0.13730046946668154,,,,,,,,,,,,,,,,,
CEMTS,2008,3,-0.024845,-0.03410660510809049,0.6136943181412087,-0.29958976617330196,,,,,,,,,,,,,,,,,
CIMSA,2008,3,-0.06993,1.1194456077831898,-0.04213910001699173,-0.2986928152107211,,,,,,,,,,,,,,,,,
CLEBI,2008,3,-0.234568,0.14150871906948578,-0.2251097964839923,-0.3034249879540111,,,,,,,,,,,,,,,,,
CMBTN,2008,3,0.042553,-0.8203841472014538,-0.6865439979698434,-0.3108555594484138,,,,,,,,,,,,,,,,,
CMENT,2008,3,0.203883,0.7445837070301295,-0.648088215200345,-0.3226409662878191,,,,,,,,,,,,,,,,,
COSMO,2008,3,-0.153846,-1.9513592896109142,-2.1226224618642533,-0.3060334764269475,,,,,,,,,,,,,,,,,
DARDL,2008,3,-0.098592,-0.905581972955428,-0.5634960506318876,0.04750975656901145,,,,,,,,,,,,,,,,,
DERIM,2008,3,-0.167513,-1.0310261807376282,0.8338275006339153,-0.22877955630082505,,,,,,,,,,,,,,,,,
DESA,2008,3,-0.172043,-0.6143628442924286,0.04326247475846506,-0.1769005921104652,,,,,,,,,,,,,,,,,
